,sample_id,loc,blg,code,area_m2,area_ft2,net_conditioned_area_m2,net_conditioned_area_ft2,heating_elec,heating_ng,cooling_elec,cooling_ng,interior_lighting_elec,interior_lighting_ng,exterior_lighting_elec,exterior_lighting_ng,interior_equipment_elec,interior_equipment_ng,exterior_equipment_elec,exterior_equipment_ng,fans_elec,fans_ng,pumps_elec,pumps_ng,heat_rejection_elec,heat_rejection_ng,humidification_elec,humidification_ng,heat_recovery_elec,heat_recovery_ng,water_systems_elec,water_systems_ng,refrigeration_elec,refrigeration_ng,generators_elec,generators_ng,total_eui_elec_gj_m2,total_eui_elec_kbtu_ft2,total_eui_ng_gj_m2,total_eui_ng_kbtu_ft2
94,22,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,992.16,136.01,0,898.72,0,73.83,0,71.68,0,0,0,543.7,0,0,0,0,0,0,0,50.49,0,66.61,0,0,0,0,0,0.5567568058,49.02531289,0.3000417329,26.42022456
95,75,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,977.11,142.17,0,898.72,0,73.83,0,71.68,0,0,0,547.85,0,0,0,0,0,0,0,50.44,0,66.65,0,0,0,0,0,0.5598716561,49.29959155,0.2954904226,26.01945818
96,74,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,740.13,131.41,0,898.72,0,73.83,0,71.68,0,0,0,481.59,0,0,0,0,0,0,0,50.72,0,66.89,0,0,0,0,0,0.5367340644,47.26220707,0.2238246732,19.70891873
97,110,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,960.68,138.46,0,898.72,0,73.83,0,71.68,0,0,0,543.07,0,0,0,0,0,0,0,50.47,0,66.61,0,0,0,0,0,0.5573011486,49.07324508,0.2905217828,25.58194377
98,65,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1307.34,95.76,0,898.72,0,73.83,0,71.68,0,0,0,5.36,0,0,0,0,0,0,0,51.28,0,66.64,0,0,0,0,0,0.382028826,33.63961164,0.3953561514,34.81315149
99,84,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1010.91,132.28,0,898.72,0,73.83,0,71.68,0,0,0,476.66,0,0,0,0,0,0,0,50.62,0,66.61,0,0,0,0,0,0.5353943763,47.14424062,0.3057119701,26.91951824
100,24,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1193.12,133.19,0,898.72,0,73.83,0,71.68,0,0,0,556.1,0,0,0,0,0,0,0,50.56,0,66.63,0,0,0,0,0,0.5596811361,49.28281528,0.3608145787,31.77158758
101,106,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.12,135.83,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,58.91,0,0,0,0,0,0.5529312858,48.68845609,0.2939813835,25.88657949
102,56,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,179.26,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5683966686,50.05026294,0.2939753352,25.88604691
103,39,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,960.46,137.06,0,898.72,0,73.83,0,71.68,0,0,0,513.8,0,0,0,0,0,0,0,50.6,0,66.62,0,0,0,0,0,0.5480684904,48.26026184,0.290455252,25.5760854
104,70,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,1677.28,140.39,0,898.72,0,73.83,0,71.68,0,0,0,539.69,0,0,0,0,0,0,0,0,0,66.64,0,0,0,0,0,0.5416059321,47.69120019,0.5072306864,44.66428223
105,51,6A,RetailStripmall,2009 RetailStripmall,4602.7,49543.00253,4602.7,49543.00253,0,1166.98,178.39,0,1229.79,0,73.83,0,98.28,0,0,0,653.58,0,0,0,0,0,0,0,50.43,0,66.61,0,0,0,0,0,0.5107697656,44.97591643,0.2535424859,22.32572566
106,32,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,971.93,135.84,0,898.72,0,73.83,0,71.68,0,0,0,538.8,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5552175254,48.8897713,0.2939239251,25.88151998
107,66,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,150.15,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,53.82,0,66.61,0,0,0,0,0,0.5606034947,49.36403372,0.2939753352,25.88604691
108,69,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,115.52,0,898.72,0,73.83,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,38.19,0,66.61,0,0,0,0,0,0.545404235,48.02566038,0.2939753352,25.88604691
109,91,6A,RetailStripmall,2009 RetailStripmall,3306.74,35593.41869,3306.74,35593.41869,0,972.1,135.83,0,898.72,0,188.38,0,71.68,0,0,0,538.96,0,0,0,0,0,0,0,50.48,0,66.61,0,0,0,0,0,0.5899042562,51.94411713,0.2939753352,25.88604691
